Навык,Количество,Процент
Английский язык,5,0.16%
ГОСТ 34,4,0.13%
Навыки презентации,4,0.13%
Клиентоориентированность,4,0.13%
Draw.io,4,0.13%
Confluence,4,0.13%
Деловая переписка,4,0.13%
1С: Бухгалтерия,4,0.13%
MS Office,4,0.13%
Автоматизация,4,0.13%
CRM,4,0.13%
Информационная безопасность,4,0.13%
UI,4,0.13%
MS PowerPoint,4,0.13%
ORACLE,4,0.13%
Приемочное тестирование,4,0.13%
Телефонные переговоры,4,0.13%
ООП,4,0.13%
Маркетинговые коммуникации,4,0.13%
Управление бэклогом,3,0.10%
SoapUI,3,0.10%
UX,3,0.10%
OpenAPI,3,0.10%
WSDL,3,0.10%
Интернет-реклама,3,0.10%
Анализ бизнес показателей,3,0.10%
Грамотность,3,0.10%
DDD,3,0.10%
Ведение проектной документации,3,0.10%
Автоматизация процессов,3,0.10%
Управление отношениями с клиентами,3,0.10%
Системный аналитик,3,0.10%
Управление бизнес процессами,3,0.10%
ITSM,3,0.10%
DBeaver,3,0.10%
Greenplum,3,0.10%
Ведение переговоров,3,0.10%
MySQL,3,0.10%
1С: Управление Производственным Предприятием,3,0.10%
Waterfall,3,0.10%
MS Project,3,0.10%
Битрикс24,3,0.10%
Лидерство,2,0.07%
Консультирование клиентов,2,0.07%
1С: Комплексная автоматизация,2,0.07%
Лидогенерация,2,0.07%
Маркетинговая стратегия,2,0.07%
Продвижение бренда,2,0.07%
Маркетинговый анализ,2,0.07%
Казначейство,2,0.07%
Техническая поддержка,2,0.07%
PHP,2,0.07%
Контекстная реклама,2,0.07%
База данных: Oracle,2,0.07%
Грамотная речь,2,0.07%
Грамотная устная речь,2,0.07%
Сопровождение клиентов,2,0.07%
Проектный менеджмент,2,0.07%
Проведение тестирований,2,0.07%
1С: Предприятие,2,0.07%
SOA,2,0.07%
Проактивность,2,0.07%
Организационные навыки,2,0.07%
Аналитические исследования,2,0.07%
Блок-схемы,2,0.07%
BPMSoft,2,0.07%
Kotlin,2,0.07%
C++,2,0.07%
Apache NiFi,2,0.07%
Qlik Sense,2,0.07%
Apache Airflow,2,0.07%
BI,2,0.07%
1C: Бухгалтерия,2,0.07%
CI/CD,2,0.07%
ESB,2,0.07%
Яндекс.Метрика,2,0.07%
Google Ads,2,0.07%
gRPC,2,0.07%
Google Analytics,2,0.07%
DFD,2,0.07%
Умение слушать,2,0.07%
SQL запросы,2,0.07%
MQ,2,0.07%
ERP,2,0.07%
Kanban,2,0.07%
Project management,2,0.07%
MS SQL Server,2,0.07%
Specifications,2,0.07%
MongoDB,2,0.07%
Web,2,0.07%
EPC,2,0.07%
Подготовка презентаций,2,0.07%
Написание ТЗ,2,0.07%
Gitlab,2,0.07%
Структурирование информации,2,0.07%
Систематизация требований,2,0.07%
Разработка проектных документов,2,0.07%
1C: Зарплата и кадры,2,0.07%
ЭДО,2,0.07%
BPML,2,0.07%
Визуализация процессов,2,0.07%
ГОСТ 19,2,0.07%
IDEF,2,0.07%
Проектная документация,2,0.07%
Навыки продаж,2,0.07%
ГОСТ,2,0.07%
Знание методик тестирования,2,0.07%
Умение работать в условиях многозадачности,2,0.07%
Знание информационной системы 1С УНФ,2,0.07%
Тайм-менеджмент,2,0.07%
4,2,0.07%
Активные продажи,2,0.07%
Android,2,0.07%
B2B Продажи,2,0.07%
Написание технических заданий,2,0.07%
Helpdesk,2,0.07%
VBA,2,0.07%
Разработка технической документации,2,0.07%
Business Analysis,2,0.07%
Оптимизация бизнес процессов,2,0.07%
TCP/IP,2,0.07%
Интернет-маркетинг,1,0.03%
Прогнозирование спроса,1,0.03%
Экономический анализ,1,0.03%
Исследовательский анализ данных,1,0.03%
MS Dynamics AX,1,0.03%
Oracle Pl/SQL,1,0.03%
Olap (online analytical processing),1,0.03%
VMware,1,0.03%
SAN,1,0.03%
СХД,1,0.03%
5G,1,0.03%
Base Station Subsystem,1,0.03%
3GPP,1,0.03%
LTE,1,0.03%
Redmine,1,0.03%
Управление стейкхолдерами,1,0.03%
Разработка технических решений,1,0.03%
Работа с SQL,1,0.03%
GSM,1,0.03%
BABOK,1,0.03%
Управление ожиданиями,1,0.03%
OpenStack,1,0.03%
Написание технической документации,1,0.03%
Системы управления базами данных,1,0.03%
PowerShell,1,0.03%
Консультант 1С,1,0.03%
Аналитик 1С,1,0.03%
1С: Зарплата и кадры,1,0.03%
Навыки коммуникации,1,0.03%
Высокая ответственность,1,0.03%
Аналитические навыки,1,0.03%
Грамотная устная и письменная речь,1,0.03%
PRI,1,0.03%
ISUP,1,0.03%
OKC7,1,0.03%
SIP,1,0.03%
jira,1,0.03%
EJM,1,0.03%
КриптоПро,1,0.03%
ЭЦП,1,0.03%
1С: Управление автотранспортом,1,0.03%
1С: БГУ,1,0.03%
Информационные системы,1,0.03%
жизненный цикл ПО,1,0.03%
data base,1,0.03%
System Analysis,1,0.03%
Retail,1,0.03%
Разработка внутренней документации,1,0.03%
Разработка базы знаний,1,0.03%
Описание интеграций,1,0.03%
Написание инструкций,1,0.03%
Описание алгоритмов,1,0.03%
Markdown,1,0.03%
Копирайтинг,1,0.03%
Корпоративная этика,1,0.03%
Разработка нового продукта,1,0.03%
GraphQL,1,0.03%
Реинжиниринг бизнес-процессов,1,0.03%
Взаимодействие с разработчиками 1С,1,0.03%
Тестирование разработок,1,0.03%
БП,1,0.03%
УТ 11,1,0.03%
Проектирование пользовательских интерфейсов,1,0.03%
Работа с очередями и брокерами,1,0.03%
Интеграции,1,0.03%
Составление ТЗ,1,0.03%
написание аналитических текстов,1,0.03%
FastReport,1,0.03%
Fullstack-аналитика,1,0.03%
Коммерческая разработка,1,0.03%
Системный дизайн,1,0.03%
Самостоятельная работа,1,0.03%
Работа в условиях многозадачности,1,0.03%
Умение работать в команде,1,0.03%
Построение диаграммы классов,1,0.03%
Проектирование ИС,1,0.03%
Elasticsearch,1,0.03%
b-link,1,0.03%
Graylog,1,0.03%
Teamcenter,1,0.03%
исходящие звонки,1,0.03%
Бизнес аналитик,1,0.03%
1С: Предприятие: Бухгалтерский Учет,1,0.03%
Жизненный цикл ПО,1,0.03%
"Умение структурировать информацию, грамотная речь.",1,0.03%
MS Word MS Excel MS PowerPoint,1,0.03%
бизнес анализ,1,0.03%
1C,1,0.03%
СБИС,1,0.03%
внедрение и развитие сервиса на платформе SABY,1,0.03%
поддержка пользователей платформы СБИС,1,0.03%
CSS,1,0.03%
Анализ обратной связи,1,0.03%
Пользователь ПК,1,0.03%
Внутренние коммуникации,1,0.03%
модель OSI,1,0.03%
TCP,1,0.03%
System Integration,1,0.03%
Постановка целей,1,0.03%
Мотивация сотрудников,1,0.03%
Docker,1,0.03%
DNS,1,0.03%
Администрирование серверов Linux,1,0.03%
ТП,1,0.03%
ЧТЗ,1,0.03%
ТЗ,1,0.03%
Выявление и сбор требований,1,0.03%
Жизненный цикл разработки ПО,1,0.03%
XML/XSD,1,0.03%
Notion,1,0.03%
Прототипирование,1,0.03%
Выявление рисков,1,0.03%
Jira CMS 1C Битрикс,1,0.03%
E-Commerce,1,0.03%
Умение быстро усваивать новую информацию,1,0.03%
ER,1,0.03%
iFrame,1,0.03%
CREATIO,1,0.03%
REST/Web,1,0.03%
"XML/JSON, XSD/JSON Schema",1,0.03%
CustDev,1,0.03%
HADI,1,0.03%
UX/UI,1,0.03%
Amplitude,1,0.03%
Ansible,1,0.03%
Puppet,1,0.03%
Swagger/Postman,1,0.03%
Актуарные расчеты,1,0.03%
Андеррайтинг,1,0.03%
Vertica,1,0.03%
ELK,1,0.03%
SQL Server,1,0.03%
SaaS,1,0.03%
"""проектирование архитектуры ПО"" REST SOAP BPMN IDEF0 UML JSON XML HTML SQL",1,0.03%
UAT,1,0.03%
Бизнес требования,1,0.03%
Бизнес анализ,1,0.03%
Тестирование,1,0.03%
Bizagi,1,0.03%
BPWin,1,0.03%
Планирование карьеры,1,0.03%
Big Data,1,0.03%
QlikView,1,0.03%
UML-диаграммы,1,0.03%
ИСУП,1,0.03%
CJM,1,0.03%
SOAP/REST,1,0.03%
ETL/ELT,1,0.03%
"SOAP, REST, Kafka",1,0.03%
"select, join, update, insert, case",1,0.03%
Transact-SQL,1,0.03%
Visio,1,0.03%
YouTreck,1,0.03%
Финансовые рынки,1,0.03%
Глобальные рынки,1,0.03%
Хранилища данных,1,0.03%
Сбор обратной связи по продукту,1,0.03%
Webtutor,1,0.03%
Websoft,1,0.03%
анализ бизнес требований,1,0.03%
Формирование технического задания для разработки,1,0.03%
ЦФТ,1,0.03%
Анализ рисков,1,0.03%
Advanta,1,0.03%
"User Story Mapping,",1,0.03%
sequence-диаграмма,1,0.03%
поддержка веб-сервисов,1,0.03%
поддержка,1,0.03%
WEB аналитика,1,0.03%
Сетевые технологии,1,0.03%
Нормативно-техническая документация,1,0.03%
Реализация проектов,1,0.03%
Проектная деятельность,1,0.03%
AOSP,1,0.03%
Страхование,1,0.03%
Lucidchart,1,0.03%
XMLSpy,1,0.03%
FTP,1,0.03%
Составление технического задания,1,0.03%
Directum,1,0.03%
проектирование архитектуры ПО,1,0.03%
React,1,0.03%
WMS,1,0.03%
AS 400,1,0.03%
Equation,1,0.03%
Веб-аналитика,1,0.03%
digital-маркетинг,1,0.03%
BPM,1,0.03%
MS Access,1,0.03%
Apache Velocity,1,0.03%
Asana,1,0.03%
OpenWay Way4,1,0.03%
 Формализация требований к программному обеспечению,1,0.03%
kafka,1,0.03%
Excel,1,0.03%
Планирование,1,0.03%
Lowcode,1,0.03%
Внедрение систем информационной безопасности,1,0.03%
Проектирование,1,0.03%
Управление разработкой,1,0.03%
Платежная система,1,0.03%
Эквайринг,1,0.03%
Процессинг,1,0.03%
СБП,1,0.03%
SQL-запросы,1,0.03%
User stories,1,0.03%
Use cases,1,0.03%
Apache Superset,1,0.03%
Tableau,1,0.03%
Управление изменениями,1,0.03%
Web Application Development,1,0.03%
Greendata,1,0.03%
PMBOK,1,0.03%
WMS-системы,1,0.03%
Умение принимать решения,1,0.03%
Аналитические способности,1,0.03%
Сводные таблицы,1,0.03%
PowerBI,1,0.03%
План-фактный анализ бюджета,1,0.03%
Qlik,1,0.03%
ВГО,1,0.03%
Бюджетирование,1,0.03%
Высшее образование,1,0.03%
Навыки переговоров,1,0.03%
Организация мероприятий,1,0.03%
Управление процессами,1,0.03%
Стратегическое мышление,1,0.03%
Проработка требований,1,0.03%
Business Intelligence Systems,1,0.03%
sql-запросы,1,0.03%
1C: Управление холдингом,1,0.03%
users stories,1,0.03%
insomnia,1,0.03%
curl,1,0.03%
Проведение презентаций,1,0.03%
Прогнозирование,1,0.03%
Ценные бумаги,1,0.03%
Cloud Service,1,0.03%
Architect,1,0.03%
Виртуализация,1,0.03%
IaaS,1,0.03%
PaaS,1,0.03%
Облачная платформа,1,0.03%
ЦОД,1,0.03%
Управление холдингом,1,0.03%
Бизнес-моделирование,1,0.03%
Спецификация требований,1,0.03%
сценарии использования,1,0.03%
use cases,1,0.03%
Желание работать и развиваться,1,0.03%
1С с SQL,1,0.03%
1С8,1,0.03%
Работа с требованиями,1,0.03%
написание ТЗ,1,0.03%
Моделирование процессов,1,0.03%
FSD,1,0.03%
Нефункциональные требования,1,0.03%
Функциональные требования,1,0.03%
Rabbit MQ,1,0.03%
Apache Cassandra,1,0.03%
Redis,1,0.03%
BusinessStudio,1,0.03%
Работа с электронными подписями,1,0.03%
Работа с подрядчиками,1,0.03%
Решение проблем,1,0.03%
Доработка существующего ПО,1,0.03%
Финансовое моделирование,1,0.03%
Мониторинг рынка,1,0.03%
Анализ рынка,1,0.03%
Анализ инвестиционных проектов,1,0.03%
комплексное проектирование,1,0.03%
протоколы ИТВ,1,0.03%
БРЭО,1,0.03%
User Story Mapping,1,0.03%
grafQL,1,0.03%
REST/SOAP,1,0.03%
микросервисы,1,0.03%
Ajax,1,0.03%
Power Pivot,1,0.03%
Power Query,1,0.03%
CRM Мегаплан,1,0.03%
Визуализация данных,1,0.03%
amoCRM,1,0.03%
Координирование процессов,1,0.03%
Проектная и техническая документация,1,0.03%
РД,1,0.03%
ER-модели,1,0.03%
OpenApi,1,0.03%
Микросервисы,1,0.03%
ELMA,1,0.03%
Enterprise Architect,1,0.03%
Проектирование высоконагруженных систем,1,0.03%
шифрование,1,0.03%
ИТ-архитектура,1,0.03%
1С: ЗУП 2.5,1,0.03%
Разработка в системе 1С: УТ,1,0.03%
Опыт работы с http/web-сервисами,1,0.03%
Умение анализировать чужой код,1,0.03%
Разработка в клиент-серверном варианте,1,0.03%
1С франчайзи,1,0.03%
1С: Предприятие 8.3,1,0.03%
аналитика,1,0.03%
Расстановка приоритетов,1,0.03%
*.yaml,1,0.03%
JAICP,1,0.03%
PL/pgSQL,1,0.03%
Автоматизация документооборота,1,0.03%
Электронный документооборот,1,0.03%
SAP ERP,1,0.03%
XML/Xslt,1,0.03%
Ретаргетинг,1,0.03%
Составление семантического ядра,1,0.03%
Профилирование аудиторий,1,0.03%
Коллтрекинг,1,0.03%
Таргетинг,1,0.03%
Яндекс.Директ,1,0.03%
Работа с http/web-сервисами,1,0.03%
Развитие 1С: ЗУП,1,0.03%
Интеграционное тестирование,1,0.03%
Teradata,1,0.03%
разработка новых форм отчетов в 1С,1,0.03%
подготовка и разработка аналитических отчетов,1,0.03%
Сопровождение 1С: ЗУП,1,0.03%
Рефакторинг кода,1,0.03%
Разработка на платформе «1С: Предприятие 8.3»,1,0.03%
1С: ЗУП 3.1,1,0.03%
Планирование продаж,1,0.03%
Оценка кандидатов,1,0.03%
Адаптация персонала,1,0.03%
Рекрутмент,1,0.03%
Подбор персонала,1,0.03%
Социальные сети,1,0.03%
Организация деловых встреч,1,0.03%
Управление личными ассистентами,1,0.03%
Ext JS,1,0.03%
Высокая скорость печати,1,0.03%
Деловые коммуникации,1,0.03%
TEAM LEAD OF MEDIA BUYING,1,0.03%
Telegramm,1,0.03%
Facebook Ads,1,0.03%
Работа с системами аналитики,1,0.03%
Работа с рекламными сетями,1,0.03%
Управление временем,1,0.03%
Сопровождение сделок,1,0.03%
работа с текущей базой клиентов,1,0.03%
Развитие ключевых клиентов,1,0.03%
Управление продажами,1,0.03%
Обучение команды продаж,1,0.03%
B2C продажи,1,0.03%
AutoCAD,1,0.03%
B2B,1,0.03%
Развитие продаж,1,0.03%
iOS,1,0.03%
Swift,1,0.03%
MS Visual Studio,1,0.03%
.NET,1,0.03%
C#,1,0.03%
Категорийный менеджмент,1,0.03%
Конкурентная аналитика,1,0.03%
Графические редакторы,1,0.03%
Поиск информации в интернет,1,0.03%
Бизнес-планирование,1,0.03%
Мотивация персонала,1,0.03%
Управленческая отчетность,1,0.03%
Стратегическое планирование,1,0.03%
Аналитика продаж,1,0.03%
Стратегический менеджмент,1,0.03%
Операционный менеджмент,1,0.03%
Командообразование,1,0.03%
Управление эффективностью,1,0.03%
Разработка регламентов,1,0.03%
Обучение персонала,1,0.03%
Управление организационными изменениями,1,0.03%
Работа с обращениями,1,0.03%
Оптимизация логистических процессов,1,0.03%
Анализ экономических показателей,1,0.03%
Grafana,1,0.03%
Zabbix,1,0.03%
ОРЭМ,1,0.03%
Модели прогнозирования,1,0.03%
Bash,1,0.03%
My SQL,1,0.03%
SAP PI/PO,1,0.03%
Работа с клиентами,1,0.03%
Руководство коллективом,1,0.03%
CRM-Битрикс24,1,0.03%
Банкротство физических лиц,1,0.03%
Наполнение контентом,1,0.03%
Желание учиться и развиваться,1,0.03%
Анализ конкурентов,1,0.03%
yaml,1,0.03%
Email-маркетинг,1,0.03%
SEO-тексты,1,0.03%
B2C-маркетинг,1,0.03%
Анализ эффективности маркетинговых кампаний,1,0.03%
Запуск маркетинговых кампаний,1,0.03%
SMS-маркетинг,1,0.03%
Сквозная аналитика,1,0.03%
Разработка маркетинговых кампаний,1,0.03%
Формирование аналитической отчетности,1,0.03%
SmartVista,1,0.03%
1С: Розница,1,0.03%
AS IS/TO BE mapping,1,0.03%
DataLens,1,0.03%
QlikSense,1,0.03%
Cognos BI,1,0.03%
Систематизация данных,1,0.03%
GitLab CI,1,0.03%
C4,1,0.03%
ArchiMate,1,0.03%
openAPI,1,0.03%
Веб-программирование,1,0.03%
Автоматизация маркетинговых кампаний,1,0.03%
Обновление конфигурации 1С,1,0.03%
Проектирование архитектуры,1,0.03%
Составление договоров,1,0.03%
Анализ конкурентной среды,1,0.03%
Целевой маркетинг,1,0.03%
B2B-маркетинг,1,0.03%
Маркетинговые исследования,1,0.03%
Google Docs,1,0.03%
Системная аналитика,1,0.03%
